Roadway.Name,From,To,id,ZIP CODE
UNION TURNPIKE,MAGARET PLACE,71 AVENUE,2208,
UNION TURNPIKE,ENTRANCE INTO UNION TPKE,141 STREET,2209,
UNION TURNPIKE,141 STREET,ENTRANCE INTO UNION TURNPIKE,2210,
UNION TURNPIKE,141 STREET,DEAD END,2211,
UNION TURNPIKE,DEAD END,DEAD END,2212,
UNION TURNPIKE,196 STREET,196 PLACE,2213,
UNION TURNPIKE,141ST STREET,MAIN STREET,2214,
UNION TURNPIKE,195TH STREET,196TH STREET,2215,
UNION TURNPIKE,LANGDALE STREET,HEWLETT STREET,2216,
UNIVERSITY HEIGHTS BRIDGE APPROACH,HARLEM RIVER SHORELINE,9 AVENUE,2217,
UTICA AVENUE,LENOX ROAD,LINDEN BOULEVARD,2218,
UTICA AVENUE,LINDEN BOULEVARD,LENOX ROAD,2219,
UTICA AVENUE,AVENUE O,FILLMORE AVENUE,2220,
UTICA AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,2221,
UTICA AVENUE,AVENUE K,AVENUE L,2222,
UTOPIA PARKWAY,65 AVENUE,67 AVENUE,2223,
UTOPIA PARKWAY,NORTHERN BOULEVARD,45 AVENUE,2224,
UTOPIA PARKWAY,45 AVENUE,NORTHERN BOULEVARD,2225,
UTOPIA PARKWAY,DEAD END,45 AVENUE,2226,
UTOPIA PARKWAY,65TH AVENUE,67TH AVENUE,2227,
VALENTINE AVENUE,EAST 188 STREET,EAST FORDHAM ROAD,2228,
VALENTINE AVENUE,EAST FORDHAM ROAD,EAST 188 STREET,2229,
VAN BRUNT ST,CENSUS BOUNDARY,DE GRAW ST,2230,
VAN CORTLANDT AVENUE EAST,ST GEORGE'S CRESCENT,EAST MOSHOLU PARKWAY SOUTH,2231,
VAN CORTLANDT PARK EAST,EAST 239 STREET,EAST 240 STREET,2232,
VAN CORTLANDT PARK EAST,EAST 240 STREET,KEPLER AVENUE,2233,
VAN CORTLANDT PARK EAST,EAST 240 STREET,EAST 241 STREET,2234,
VAN DUZER ST,BROAD ST,JAKE COURT,2235,
VAN DUZER STREET,JAKE COURT,MAXIE COURT,2236,
VAN DUZER STREET,BEACH STREET,WRIGHT STREET,2237,
VAN DUZER STREET,STONE STREET,COURT STREET,2238,
VAN DUZER STREET,JAKE COURT,BROAD STREET,2239,
VAN DUZER STREET,COURT STREET,TARGEE STREET,2240,
VAN DUZER STREET,COURT STREET,GORDON STREET,2241,
VAN WYCK BOULEVARD EAST,LLOYD ROAD,LIBERTY AVENUE,2242,
VAN WYCK BOULEVARD WEST,LLOYD ROAD,LIBERTY AVENUE,2243,
VAN WYCK EXPRESSWAY,102 AVENUE,W 232ND ST,2244,
VAN WYCK EXPRESSWAY,102 AVENUE,LIBERTY AVENUE,2245,
VAN WYCK EXPRESSWAY,EAST MEADOW LAKE BRIDGE,JEWEL AVENUE,2246,
VAN WYCK EXPRESSWAY,136 STREET,JEWEL AVENUE,2247,
VAN WYCK EXPRESSWAY,105 AVENUE,LIBERTYAVENUE,2248,
VAN WYCK EXPRESSWAY EXIT 11 SB,EAST MEADOW LAKE BRIDGE,JEWEL AVENUE,2249,
VAN WYCK EXPRESSWAY EXIT 11 SB,136 STREET,JEWEL AVENUE,2250,
VANDERBILT AVE,GATES AVE,FULTON ST,2251,
VANDERBILT AVENUE,GATES AVENUE,FULTON STREET,2252,
VARICK STREET,SPRING STREET,VANDAM STREET,2253,
VARICK STREET,CHARLTON STREET,VAN DAM STREET,2254,
VARICK STREET,VANDAM STREET,SPRING STREET,2255,
VARICK STREET,BROADWAY/ 7 AVENUE LINE,BROADWAY/ 7 AVENUE LINE,2256,
VARICK STREET,CHARLTON STREET,VANDAM STREET,2257,
VERMONT PLACE,HIGHLAND BOULEVARD,JACKIE ROBINSON PKWY,2258,
VERMONT PLACE,HIGHLAND BOULEVARD,JACKIE ROBINSON PARKWAY,2259,
VERMONT PLACE,HIGHLAND PARK GREENWAY,HIGHLAND BOULEVARD,2260,
VERNON BLVD,33RD RD,35TH AVE,2261,
VERNON BOULEVARD,46 ROAD,47 AVENUE,2262,
VERNON BOULEVARD,47 AVENUE,46 ROAD,2263,
VERNON BOULEVARD,34 AVENUE,35 AVENUE,2264,
VERNON BOULEVARD,46TH ROAD,47TH AVENUE,2265,
VERNON BOULEVARD,ALLEY,35 AVENUE,2266,
VETERANS AVENUE,EAST 66 STREET,EAST 67 STREET,2267,
VETERANS AVENUE,EAST 71 STREET,AVENUE U,2268,
VETERANS AVENUE,EAST 67 STREET,AVENUE T,2269,
VETERANS AVENUE,EAST 71ST STREET,AVENUE U,2270,
VICTORY BOULEVARD,CYPRESS AVENUE,MARX STREET,2271,
VICTORY BOULEVARD,GRAHAM AVENUE,DINSMORE STREET,2272,
VICTORY BOULEVARD,SOUTH GANNON AVENUE,DR M L KING EP NB EN VICTORY BL,2273,
VICTORY BOULEVARD,SOUTH GANNON AVENUE,CANTERBURY AVENUE,2274,
VICTORY BOULEVARD,DINSMORE STREET,SIGNS ROAD,2275,
VICTORY BOULEVARD,MARX STREET,RENWICK AVENUE,2276,
VICTORY BOULEVARD,RENWICK AVENUE,CYPRESS AVENUE,2277,
W 155 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,2278,
WADSWORTH AVENUE,WEST 188 STREET,WEST 189 STREET,2279,
WADSWORTH AVENUE,WEST 175 STREET,WEST 176 STREET,2280,
WADSWORTH AVENUE,WEST 176 STREET,WEST 175 STREET,2281,
WADSWORTH AVENUE,WEST 187 STREET,WEST 188 STREET,2282,
WADSWORTH AVENUE,WEST 175TH STREET,WEST 176TH STREET,2283,
WALKER STREET,BROADWAY,LAFAYETTE STREET,2284,
WALKER STREET,LAFAYETTE STREET,CORTLANDT ALLEY,2285,
WALKER STREET,CORTLANDT ALLEY,LAFAYETTE STREET,2286,
WALTHAM STREET,101 AVE,LIBERTY AVE,2287,
WANAMAKER PLACE,LAFAYETTE STREET,BROADWAY,2288,
WASHINGTON AVE,GATES AVE,FULTON ST,2289,
WASHINGTON AVENUE,EAST 175 STREET,EAST 176 STREET,2290,
WASHINGTON AVENUE,EAST 173 STREET,EAST 174 STREET,2291,
WASHINGTON AVENUE,GATES AVENUE,FULTON STREET,2292,
WASHINGTON BRIDGE,HARLEM RIVER SHORELINE,HARLEM RIVER SHORELINE,2293,
WASHINGTON BRIDGE,MAHATTAN END,BRONX END,2294,
WEBSTER AVE,EAST 233 STREET,234 STREET,2295,
WEBSTER AVENUE,CLAY AVENUE,EAST MT EDEN AVENUE,2296,
WEBSTER AVENUE,EAST 189 STREET,EAST FORDHAM ROAD,2297,
WEBSTER AVENUE,EAST 233 STREET,EAST GUN HILL ROAD,2298,
WEBSTER AVENUE,EAST 233 STREET,EAST 234 STREET,2299,
WEBSTER AVENUE,EAST MT EDEN AVENUE,EAST 173 STREET,2300,
WEBSTER AVENUE,CLAY AVENUE,EAST MOUNT EDEN AVENUE,2301,
WEBSTER AVENUE,216 STREET,213 STREET,2302,
WEBSTER AVENUE,BELMONT STREET,EAST 173 STREET,2303,
WEBSTER AVENUE,EAST 233RD STREET,ORIO J. PALMER WAY,2304,
WEBSTER AVENUE,EAST MT EDEN AVENUE,EAST 173RD STREET,2305,
WEBSTER AVENUE,WOODLAWN CEMETERY BOUNDARY,EAST GUN HILL RD,2306,
WEST 116 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2307,
WEST 125 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,2308,
WEST 125TH STREET,FREDERICK DOUGLASS BOULEVARD,ST. NICHOLAS AVENUE,2309,
WEST 135 STREET,8 AVENUE,EDGECOMBE AVENUE,2310,
WEST 135 STREET,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,2311,
WEST 135TH STREET,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,2312,
WEST 145 STREET,ST. NICHOLAS AVENUE,EDGECOMB AVENUE,2313,
WEST 145 STREET,EDGECOMB AVENUE,ST. NICHOLAS AVENUE,2314,
WEST 145TH STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,2315,
WEST 155 ST,ST NICHOLAS AVE,EDGECOMBE AVE,2316,
WEST 155TH STREET,EDGECOMBE AVENUE,ST. NOCHOLAS AVENUE,2317,
WEST 167 STREET,AUDUBON AVENUE,ST. NICHOLAS AVENUE,2318,
WEST 167TH STREET,AUDUBON AVENUE,ST. NICHOLAS AVENUE,2319,
WEST 178 STREET,WADSWORTH AVENUE,ST. NICHOLAS AVENUE,2320,
WEST 179 STREET,ST. NICHOLAS AVENUE,WADSWORTH AVENUE,2321,
WEST 180 STREET,WADSWORTH AVENUE,ST. NICHOLAS AVENUE,2322,
WEST 181 STREET,ST. NICHOLAS AVENUE,WADSWORTH AVENUE,2323,
WEST 181 STREET,WADSWORTH AVENUE,ST. NICHOLAS AVENUE,2324,
WEST 239 STREET,RIVERDALE AVENUE,HENRY HUDSON PARKWAY,2325,
WEST 29 STREET,5 AVENUE,BROADWAY,2326,
WEST 30 STREET,5 AVENUE,BROADWAY,2327,
WEST 30TH STREET,5TH AVENUE,BROADWAY,2328,
WEST 34 STREET,5 AVENUE,AVE OF THE AMER,2329,
WEST 34 STREET,5 AVENUE,6 AVENUE,2330,
WEST 34TH STREET,5TH AVENUE,6TH AVENUE,2331,
WEST 39 STREET,5 AVENUE,AVE OF THE AMER,2332,
WEST 39 STREET,5 AVENUE,6 AVENUE,2333,
WEST 39TH STREET,5TH AVENUE,6TH AVENUE,2334,
WEST 42 STREET,5 AVENUE,6 AVENUE,2335,
WEST 42 STREET,42 STREET SHUTTLE LINE,42 STREET SHUTTLE LINE,2336,
WEST 48 STREET,ROCKEFELLER PLAZA,6 AVENUE,2337,
WEST 48TH STREET,ROCKEFELLER PLAZA,6TH AVENUE,2338,
WEST 49 STREET,ROCKEFELLER PLAZA,6 AVENUE,2339,
WEST 49TH STREET,ROCKEFELLER PLAZA,6TH AVENUE,2340,
WEST 53 STREET,6 AVENUE,5 AVENUE,2341,
WEST 53RD STREET,5TH AVENUE,6TH AVENUE,2342,
WEST 55 STREET,5 AVENUE,6 AVENUE,2343,
WEST 55TH STREET,5TH AVENUE,6TH AVENUE,2344,
WEST 56 STREET,5 AVENUE,6 AVENUE,2345,
WEST 56TH STREET,5TH AVENUE,6TH AVENUE,2346,
WEST 57 STREET,5 AVENUE,6 AVENUE,2347,
WEST 57TH STREET,5TH AVENUE,6TH AVENUE,2348,
WEST BROADWAY,DUANE STREET,THOMAS STREET,2349,
WEST BROADWAY,PRINCE STREET,SPRING STREET,2350,
WEST BROADWAY,SPRING STREET,PRINCE STREET,2351,
WEST BROADWAY,WORTH STREET,LEONARD STREET,2352,
WEST BROADWAY,BROADWAY/ 7 AVENUE LINE,BROADWAY/ 7 AVENUE LINE,2353,
WEST END AVENUE,WEST 97 STREET,WEST 98 STREET,2354,
WEST END AVENUE,WEST 62 STREET,THELONIOUS MONK CIRCLE,2355,
WEST END AVENUE,WEST 73 STREET,WEST 74 STREET,2356,
WEST END AVENUE,WEST 61TH STREET,WEST 62ND STREET,2357,
WEST END AVENUE,WEST 61ST STREET,WEST 62ND STREET,2358,
WEST END AVENUE,WEST 73RD STREET,WEST 74TH STREET,2359,
WEST END AVENUE,WEST 98TH STREET,WEST 99TH STREET,2360,
WEST FARMS ROAD,CROSS BRONX EXPRESSWAY,174 STREET,2361,
WEST FORDHAM ROAD,LANDING ROAD,HAMPDEN PLACE,2362,
WEST GUN HILL ROAD,MOSHOLU PARKWAY,WEST MOSHOLU PARKWAY NORTH,2363,
WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH SERVICE ROAD,MOSHOLU PARKWAY MAIN ROAD,2364,
WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,MOSHOLU PARKWAY,2365,
WEST SHORE EXPRESSWAY,LOIS LANE,BLOOMFIELD AVENUE,2366,
WEST SHORE EXPRESSWAY,EDWARD CURRY AVENUE,SOUTH AVENUE,2367,
WEST SHORE EXPRESSWAY,MULDON AVENUE,WILD AVENUE,2368,
WEST SHORE EXPRESSWAY,VETERANS ROAD WEST,VETERANS ROAD EAST,2369,
WEST STREET,SPRING STREET,WEST HOUSTON STREET,2370,
WEST STREET,BLOOMFIELD STREET,LITTLE WEST 12 STREET,2371,
WEST STREET,NORTH MOORE STREET,HUBERT STREET,2372,
WEST STREET,CHAMBERS STREET,HARRISON STREET,2373,
WEST STREET,JANE STREET,12 STREET,2374,
WEST STREET,WEST 12 STREET,DEAD END,2375,
WEST STREET,BIKE PATH,DEAD END,2376,
WEST STREET,DEAD END,HUBERT STREET,2377,
WEST STREET,TRIBECA BRIDGE,DEAD END,2378,
WESTCHESTER AVENUE,WHITE PLAINS ROAD,HUGH J GRANT CIRCLE,2379,
WESTCHESTER AVENUE,ARNOW PLACE,SANDS PLACE,2380,
WESTCHESTER AVENUE,EAGLE AVENUE,CAULDWELL AVENUE,2381,
WESTCHESTER AVENUE,EAST 167 STREET,HOME STREET,2382,
WESTCHESTER AVENUE,EAST 167 AVENUE,HOME STREET,2383,
WESTCHESTER AVENUE,WILKINSON AVENUE,CONTINENTAL AVENUE,2384,
WESTCHESTER AVENUE,CONTINENTAL AVENUE,WILKINSON AVENUE,2385,
WESTCHESTER AVENUE,HUGH J GRANT CIRCLE,WHITE PLAINS ROAD,2386,
WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,2387,
WESTCHESTER AVENUE,BRUCKNER BOULEVARD,BURR AVENUE,2388,
WESTCHESTER AVENUE,EAST 167TH STREET,HOME STREET,2389,
WHITE PLAINS ROAD,LYDIG AVENUE,PELHAM PARKWAY,2390,
WHITE PLAINS ROAD,ST OUEN STREET,PENFIELD STREET,2391,
WHITE PLAINS ROAD,EAST 215 STREET,EAST 216 STREET,2392,
WHITE PLAINS ROAD,WESTCHESTER AVENUE,CROSS BRONX EXPRESSWAY SR SOUTH,2393,
WHITE PLAINS ROAD,PENFIELD STREET,ST OUEN STREET,2394,
WHITE PLAINS ROAD,PELHAM PARKWAY,LYDIG AVENUE,2395,
WHITE PLAINS ROAD,EAST 215TH STREET,EAST 216TH STREET,2396,
WHITNEY AVENUE,ASKE STREET,ROOSEVELT AVENUE,2397,
WILLIAMSBRIDGE ROAD,ALLERTON AVENUE,RADCLIFF AVENUE,2398,
WILLIAMSBRIDGE ROAD,LYDIG AVENUE,PELHAM PARKWAY,2399,
WILLIAMSBRIDGE ROAD,COLDEN AVENUE,RADCLIFF AVENUE,2400,
WILLIAMSBRIDGE ROAD,LYDIG AVENUE,PELHAM PARKWAY SOUTH,2401,
WILLOWBROOK ROAD,SENECA LOOP,COLLFIELD AVENUE,2402,
WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,2403,
WINCHESTER BOULEVARD,88 AVENUE,88 AVENUE,2404,
WINTHROP ST,KINGSTON AVE,ALBANY AVE,2405,
WINTHROP STREET,KINGSTON AVENUE,ALBANY AVENUE,2406,
WOODHAVEN BLVD,97TH AVE,101ST ST,2407,
WOODHAVEN BLVD,DEAD END,LIRR MAIN LINE,2408,
WOODHAVEN BLVD,ELIOT AVE,LIRR MAIN LINE,2409,
WOODHAVEN BOULEVARD,75 AVENUE,76 AVENUE,2410,
WOODHAVEN BOULEVARD,97 AVENUE,101 AVENUE,2411,
WOODHAVEN BOULEVARD,ELIOT AVENUE,ELIOT AVENUE,2412,
WOODHAVEN BOULEVARD,95 AVENUE,95 STREET,2413,
WOODHAVEN BOULEVARD,73 AVENUE,74 AVENUE,2414,
WOODHAVEN BOULEVARD,95 AVENUE,DEAD END,2415,
WOODHAVEN BOULEVARD,DEAD END,DEAD END,2416,
WOODHAVEN BOULEVARD,97TH AVENUE,101ST AVENUE,2417,
WOODHAVEN BOULEVARD,UNION TURNPIKE,79TH AVENUE,2418,
WOODHAVEN BOULEVARD,73RD AVENUE,74TH AVENUE,2419,
WOODHAVEN BOULEVARD MAIN ROAD,97 AVENUE,101 AVENUE,2420,
WOODHAVEN BOULEVARD SERVICE ROAD,97 AVENUE,101 AVENUE,2421,
WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,2422,
WOODROW ROAD,DELMAR AVENUE,EVERTON AVENUE,2423,
WOODROW ROAD,DEAD END,EVERTON AVENUE,2424,
WOODROW ROAD,EVERTON AVENUE,DELMAR AVENUE,2425,
WOODSIDE AVE,BARNETT AVE,39 AVENUE,2426,
WOODSIDE AVENUE,38 AVENUE,BARNETT AVENUE,2427,
WOODSIDE AVENUE,BARNETT AVENUE,39 AVENUE,2428,
WOODSIDE AVENUE,37 ROAD,BARNETT AVENUE,2429,
WOODSIDE AVENUE,LIRR MAIN LINE,BARNETT AVENUE,2430,
WOOLLEY AVENEUE,WESTWOOD AVENUE,DAWSON STREET,2431,
WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,2432,
YELLOWSTONE BOULEVARD,ALDERTON ROAD,WOODHAVEN BOULEVARD,2433,
YELLOWSTONE BOULEVARD,ALDERTON STREET,WOODHAVEN BOULEVARD,2434,
YORK AVENUE,EAST 74 STREET,EAST 75 STREET,2435,
YORK AVENUE,EAST 73 STREET,EAST 74 STREET,2436,
YORK AVENUE,60 STREET,EAST 61 STREET,2437,
YORK AVENUE,EAST 60TH STREET,EAST 61ST STREET,2438,
YORK AVENUE,EAST 61ST STREET,EAST 60TH STREET,2439,
YORK AVENUE,EAST 74TH STREET,EAST 75TH STREET,2440,
ZEREGA AVENUE,HERMANY AVENUE,STORY AVENUE,2441,
ZEREGA AVENUE,BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY,2442,
ZEREGA AVENUE,STORY AVENUE,HERMANY AVENUE,2443,
